4096,9,0,0,0,0,0,0,0,0
0.49645,2,1824,1,80,3,11,2769,714,1
9.029939,2,2317,1,25,1,3,186,186,1
8.9131,2,2831,1,25,1,3,186,186,1
0.000727,1,64576,2,13363,2,2,243,181,0
8.980786,2,2637,1,25,1,3,186,186,1
9.013679,2,1565,1,25,1,3,186,186,1
8.912521,2,1074,1,3128,1,3,186,186,1
9.013274,2,1702,1,25,1,3,186,186,1
9.818114,2,2094,1,25,1,3,186,186,1
1.94064,2,2383,1,6667,4,6,366,186,1
9.013211,2,2859,1,25,1,3,186,186,1
9.013179,2,2828,1,25,1,3,186,186,1
0,2,2385,1,6667,1,1,62,62,1
9.013304,2,1756,1,25,1,3,186,186,1
3583.331055,2,443,4,55052,89,3042,315905,139525,0
3.004336,2,2573,1,6667,1,2,124,124,1
9.012571,2,1947,1,25,1,3,186,186,1
0.331742,1,13363,2,49001,2,2,134,74,0
0.00033,1,61109,2,53,2,2,326,86,0
9.192207,2,1934,1,25,1,3,186,186,1
0.00097,1,1779,2,13363,2,2,561,78,0
9.01255,2,1902,1,25,1,3,186,186,1
905.678101,2,13363,4,50973,116,597,47961,16714,0
0.014947,1,1291,2,53,2,2,249,75,1
2389.111816,2,443,4,24016,116,823,94339,44135,0
0.000796,1,20785,2,13363,2,2,133,73,0
0.000241,1,51277,2,53,2,2,239,79,0
10.164306,2,2309,1,443,3,195,170288,6194,1
6.013669,1,60574,1,12114,5,3,219,219,0
3546.819824,1,1056,2,13363,2,34,2329,1309,0
3144.869629,1,15036,2,13363,2,4,266,146,0
0.000279,1,57382,2,53,2,2,328,85,0
3430.17749,1,10449,2,13363,2,25,3223,2275,0
0.000898,1,53767,2,13363,2,2,135,75,0
0.000856,1,23516,2,13363,2,2,141,81,0
9.138392,2,2233,1,25,1,3,186,186,1
0.000818,1,1950,2,13363,2,2,141,81,0
1.936523,2,2358,1,6667,4,6,366,186,1
2433.1521,1,13363,2,33033,2,4,274,150,0
0.000422,1,65282,2,53,2,2,261,84,0
472.341705,1,13363,1,34326,5,29,2222,2222,0
0.000283,1,49753,2,53,2,2,326,86,0
0.001924,1,1291,2,53,2,2,471,84,1
8.857543,2,2833,1,25,1,3,186,186,1
2844.798096,1,45186,2,13363,2,16,1458,560,0
12.666452,2,17215,1,80,98,6,372,246,0
243.723373,2,10404,1,13363,134,86,21710,17629,0
0.006837,1,16287,2,13363,2,4,685,564,0
10.082412,2,2438,1,443,3,184,168031,5452,1
12.797809,2,17202,1,80,98,6,372,246,0
1.007634,2,1391,1,888,3,11,1324,837,1
9.004583,2,1982,1,25,1,3,186,186,1
0.00197,1,55998,2,53,2,2,207,77,0
3557.687988,1,27876,2,13363,2,7,888,546,0
3545.841064,3,261,1,37664,14,59,4130,4130,0
1.037223,1,1303,2,53,2,3,390,144,1
3.003453,2,1428,1,6667,1,2,124,124,1
2745.201416,1,137,1,137,5,10,920,920,0
9.013021,2,2428,1,4506,1,3,186,186,1
0.0002,1,62420,2,53,2,2,216,76,0
0.000171,1,57198,2,53,2,2,214,81,0
2.133151,2,1969,1,6667,4,6,366,186,1
1.567232,2,2232,1,6667,3,10,1132,574,1
0.016341,1,2079,2,53,2,2,412,79,1
0.000307,1,51910,2,53,2,2,214,81,0
9.012816,2,1678,1,25,1,3,186,186,1
9.013366,2,2194,1,25,1,3,186,186,1
608.141357,1,39783,2,13363,2,4,272,152,0
0,3,771,1,57626,10,1,135,135,0
0.100978,1,2079,2,53,2,2,342,75,1
9.013006,2,1519,1,25,1,3,186,186,1
9.013645,2,2197,1,25,1,3,186,186,1
0.162833,1,1303,2,53,2,2,486,78,1
3.243373,2,2367,1,80,3,11,1077,587,1
9.010763,2,3695,1,4506,1,3,186,186,1
8.913003,2,2857,1,4506,1,3,186,186,1
8.926534,2,2164,1,25,1,3,186,186,1
0.000264,1,37887,2,53,2,2,214,81,0
3017.998535,1,1079,2,13363,2,10,1362,894,0
9.01307,2,2455,1,25,1,3,186,186,1
2.99939,2,2922,1,6667,1,2,124,124,1
15.662894,2,1985,1,80,4,8,1905,1031,1
0.000371,1,56277,2,53,2,2,214,81,0
12.66678,2,17217,1,80,98,6,372,246,0
0.000253,1,62299,2,53,2,2,326,86,0
1.361716,2,2768,1,6667,4,6,366,186,1
9.012957,2,1470,1,25,1,3,186,186,1
3133.970947,1,12677,2,13363,2,10,1218,908,0
0.002135,1,1303,2,53,2,2,428,74,1
0.001517,1,18195,2,13363,2,2,1348,79,0
4.961181,1,55835,2,13363,2,6,1640,1029,0
9.013441,2,1688,1,25,1,3,186,186,1
2307.109863,1,13363,2,53226,2,6,1207,1025,0
93.258003,2,1630,1,443,4,13,1486,1304,1
0.356274,2,2403,1,80,3,9,1620,963,1
9.033092,2,2019,1,25,1,3,186,186,1
0.606007,1,55022,2,13363,2,4,1125,159,0
1.464314,1,55639,2,53,2,2,235,74,0
117.593201,2,1776,1,80,4,11,1570,714,1
639.393188,1,26893,2,13363,2,6,1214,1021,0
0.000905,1,46343,2,13363,2,2,135,75,0
8.909488,2,2552,1,25,1,3,186,186,1
8.913068,2,1954,1,25,1,3,186,186,1
0.000904,1,50214,2,13363,2,2,161,100,0
0.001078,1,9211,2,13363,2,2,557,77,0
0.000901,1,53697,2,13363,2,2,546,73,0
4.041017,2,80,4,36397,54,4,264,132,0
8.913128,2,1970,1,25,1,3,186,186,1
8.952308,2,1561,1,25,1,3,186,186,1
8.909351,2,2553,1,25,1,3,186,186,1
0.00041,1,1291,2,53,2,2,424,79,1
87.400864,2,1289,1,65500,3,31,2627,1607,1
9.012388,2,1719,1,25,1,3,186,186,1
0.000281,1,40379,2,53,2,2,317,80,0
9.00702,2,2306,1,25,1,3,186,186,1
9.012553,2,2692,1,25,1,3,186,186,1
221.70575,2,34230,1,80,159,52,31528,8176,0
9.010524,2,1690,1,25,1,3,186,186,1
3589.894775,2,13363,4,10004,89,400,38260,16574,0
282.657898,2,17218,1,80,176,45,27514,7882,0
8.983012,2,1851,1,25,1,3,186,186,1
0.000244,1,57140,2,53,2,2,214,81,0
1.37559,2,1163,1,443,4,6,366,186,1
8.9127,2,3383,1,4506,1,3,186,186,1
0.000198,1,51288,2,53,2,2,229,80,0
8.912568,2,3495,1,4506,1,3,186,186,1
3162.327637,1,13363,2,52227,2,16,1615,1074,0
9.717784,2,2443,1,25,1,3,186,186,1
7.149952,2,33079,1,443,178,33,17595,2326,0
9.012928,2,2760,1,25,1,3,186,186,1
9.013109,2,1775,1,25,1,3,186,186,1
8.996083,2,1583,1,25,1,3,186,186,1
3188.884521,1,54835,2,13363,2,12,1308,946,0
0.000273,1,52371,2,53,2,2,326,85,0
0.005741,1,52146,2,53,2,2,307,76,0
0.002293,1,63011,2,13363,2,2,584,524,0
9.013235,2,2650,1,25,1,3,186,186,1
3591.900879,2,9100,3,51791,43,375,22500,22500,0
0.144722,1,13363,2,63631,2,2,319,66,0
9.011637,2,2595,1,25,1,3,186,186,1
3.003428,2,3352,1,6667,1,2,124,124,1
24.592787,2,17192,1,80,176,49,47971,2291,0
12.067648,2,80,3,2017,51,3,180,180,0
1962.887207,1,59490,2,13363,2,12,813,446,0
0.124094,1,2079,2,53,2,2,598,69,1
0.001004,1,50542,2,13363,2,2,610,77,0
5.090537,1,51811,2,13363,2,4,272,152,0
3585.718262,2,1423,4,53973,89,1369,162629,83469,0
0.000768,1,32361,2,13363,2,2,203,141,0
186.588654,1,62419,2,13363,2,4,329,143,0
0.000188,1,57519,2,53,2,2,263,87,0
9.012886,2,1438,1,80,1,3,186,186,1
0.001144,1,53325,2,13363,2,2,571,78,0
2112.236572,1,39826,2,13363,2,20,1343,731,0
0.118229,1,1303,2,53,2,2,294,72,1
1457.963257,1,13363,2,10498,2,11,779,539,0
9.014258,2,1682,1,25,1,3,186,186,1
0.00029,1,51858,2,53,2,2,214,81,0
3541.141113,1,13363,1,8705,5,9,657,657,0
3288.033691,1,34003,2,13363,2,14,4085,884,0
0.425774,1,1291,2,53,2,2,208,75,1
9.003616,2,1067,1,3128,1,3,186,186,1
2935.694092,1,20853,2,13363,2,4,270,150,0
8.808126,2,2284,1,25,1,3,186,186,1
8.962439,2,2320,1,25,1,3,186,186,1
3598.692139,2,443,4,63409,89,796,123763,29953,0
9.013162,2,1878,1,25,1,3,186,186,1
0.46797,2,2231,1,80,3,11,2769,714,1
8.294489,2,2266,1,25,1,3,186,186,1
8.913026,2,2778,1,25,1,3,186,186,1
4.459735,2,2539,1,80,4,8,918,561,1
5.07691,2,2784,1,80,3,12,2829,714,1
9.013166,2,1800,1,25,1,3,186,186,1
3080.746338,1,31604,2,60689,2,4,274,150,0
0.000177,1,34212,2,53,2,2,214,81,0
0.00121,1,32851,2,13363,2,2,136,76,0
9.005894,2,1984,1,25,1,3,186,186,1
9.013213,2,1911,1,25,1,3,186,186,1
8.936216,2,1810,1,25,1,3,186,186,1
0.000729,1,32152,2,13363,2,2,136,76,0
9.012469,2,1613,1,25,1,3,186,186,1
1.353385,2,1603,1,6667,4,6,366,186,1
8.94962,2,2750,1,25,1,3,186,186,1
0.000299,1,55684,2,53,2,2,305,83,0
3046.091064,1,34443,2,13363,2,4,274,154,0
3.004771,2,1821,1,6667,1,2,124,124,1
11.420875,2,2395,1,80,4,8,1293,578,1
17.140026,2,2391,1,80,4,12,4473,1287,1
9.013471,2,1084,1,3128,1,3,186,186,1
0.00092,1,48166,2,13363,2,2,136,76,0
9.013429,2,1721,1,25,1,3,186,186,1
0.000301,1,65069,2,53,2,2,323,85,0
0.000301,1,60194,2,53,2,2,323,85,0
9.030381,2,3036,1,25,1,3,186,186,1
3355.256348,1,1334,2,13363,2,8,984,315,0
3409.829102,1,17784,2,13363,2,12,1235,461,0
8.91721,2,2048,1,25,1,3,186,186,1
2.963787,2,1354,1,6667,1,2,124,124,1
9.806458,2,2676,1,4506,1,3,186,186,1
0.188613,2,3136,1,80,3,14,5926,837,1
2873.135498,1,21209,2,13363,2,8,544,304,0
9.015364,2,2191,1,25,1,3,186,186,1
9.01273,2,2594,1,25,1,3,186,186,1
9.012863,2,2822,1,25,1,3,186,186,1
2.52919,2,2015,1,587,3,27,3525,1865,1
145.157181,2,13363,4,52987,89,10,600,480,0
3539.990479,2,51050,4,443,89,312,32303,17525,0
0.000708,2,80,4,49758,54,4,240,120,0
0.00114,1,62471,2,13363,2,2,1419,80,0
0.000411,3,0,0,51975,14,2,196,0,0
9.01318,2,1089,1,3128,1,3,186,186,1
8.956506,2,2513,1,25,1,3,186,186,1
8.913563,2,1667,1,25,1,3,186,186,1
9.013091,2,1802,1,25,1,3,186,186,1
2.963648,2,1340,1,6667,1,2,124,124,1
0.000205,1,64227,2,53,2,2,328,85,0
7.151825,2,1052,1,80,3,43,32509,1260,1
429.65451,2,42493,1,80,159,81,25951,16443,0
3442.262207,1,13363,2,21266,2,19,1472,1352,0
237.510757,1,11803,2,13363,2,28,1862,1022,0
2459.534424,1,35962,2,13363,2,4,266,146,0
0.03702,1,1291,2,53,2,2,477,90,1
8.932469,2,1485,1,25,1,3,186,186,1
9.012439,2,1801,1,25,1,3,186,186,1
43.451515,1,13363,2,38218,2,4,1074,954,0
9.013508,2,2763,1,25,1,3,186,186,1
8.912195,2,2337,1,25,1,3,186,186,1
9.01474,2,1600,1,25,1,3,186,186,1
3.00418,2,1879,1,6667,1,2,124,124,1
357.240051,2,36910,4,80,93,13,5613,3865,0
2991.875732,1,60060,2,13363,2,4,262,142,0
0.000302,1,58295,2,53,2,2,326,86,0
3048.678467,1,14412,2,13363,2,4,272,152,0
16.482821,2,49720,1,80,174,99,93371,3700,0
0.467883,2,2765,1,80,3,11,2769,714,1
3069.005371,1,8860,2,13363,2,15,2673,1029,0
304.599762,2,57618,1,443,159,23,1759,977,0
9.013151,2,1640,1,25,1,3,186,186,1
32.528954,2,3299,1,587,3,30,3638,1865,1
0.000207,1,52857,2,53,2,2,214,81,0
9.012604,2,2792,1,25,1,3,186,186,1
56.282276,2,2135,1,80,3,15,1704,1085,1
1.404787,2,3432,1,443,3,23,9099,1624,1
9.01149,2,1696,1,25,1,3,186,186,1
9.012589,2,2344,1,25,1,3,186,186,1
9.026626,2,2480,1,25,1,3,186,186,1
9.016135,2,2912,1,4506,1,3,186,186,1
3158.527588,1,13363,2,25227,2,8,915,675,0
0.001028,1,57565,2,13363,2,2,580,74,0
60.011101,2,1860,1,80,4,8,1687,500,1
1.361474,2,1993,1,80,3,9,1792,1212,1
0.000387,1,1291,2,53,2,2,208,75,1
0.001238,1,11761,2,13363,2,2,134,74,0
9.008023,2,1063,1,3128,1,3,186,186,1
9.012843,2,1856,1,25,1,3,186,186,1
1991.999634,1,13363,2,34011,2,8,1350,1106,0
9.013237,2,1506,1,25,1,3,186,186,1
0.000169,1,48332,2,53,2,2,214,81,0
3475.116943,1,13363,1,48133,5,8,586,586,0
2232.548584,1,1494,2,13363,2,4,272,152,0
3052.929932,1,13363,2,28627,2,20,1362,673,0
8.910995,2,2072,1,25,1,3,186,186,1
0,2,1439,1,25,1,1,62,62,1
1.735155,2,2392,1,443,3,21,9089,4038,1
9.013206,2,1791,1,25,1,3,186,186,1
9.013117,2,1773,1,25,1,3,186,186,1
0.000322,1,1291,2,53,2,2,424,79,1
0.000329,1,51403,2,53,2,2,328,85,0
9.824414,2,2058,1,25,1,3,186,186,1
0.137555,1,1303,2,53,2,2,542,88,1
0.000202,1,36968,2,53,2,2,214,81,0
1.573886,2,3344,1,80,4,8,1466,584,1
3455.334717,1,32076,2,13363,2,16,1896,1400,0
224.537354,2,2852,1,80,4,11,3924,714,1
9.013359,2,2652,1,25,1,3,186,186,1
9.013076,2,2679,1,25,1,3,186,186,1
0.201495,2,80,1,51548,66,2,138,78,0
0.103107,1,2077,2,53,2,2,341,69,1
12.797423,2,17204,1,80,98,6,372,246,0
9.013465,2,2370,1,25,1,3,186,186,1
9.013012,2,2054,1,25,1,3,186,186,1
3596.040527,2,50161,4,13363,89,656,105341,72473,0
1874.493896,2,49168,4,13363,116,85,9770,6835,0
19.895147,2,54672,4,443,116,16,1624,629,0
0.000999,1,30616,2,13363,2,2,138,78,0
8.977605,2,1876,1,25,1,3,186,186,1
2292.730469,1,1769,2,13363,2,16,3828,548,0
9.013709,2,2838,1,25,1,3,186,186,1
9.010377,2,2585,1,25,1,3,186,186,1
8.013476,2,2261,1,25,1,3,186,186,1
0.315033,2,2811,1,80,3,10,1715,860,1
1.274414,2,1357,1,443,4,6,366,186,1
0.357899,1,1291,2,53,2,2,208,75,1
0.241267,2,1741,1,80,3,10,1015,525,1
9.01373,2,1790,1,25,1,3,186,186,1
0.112257,2,1328,1,80,3,8,1691,606,1
3095.414551,1,13363,2,12432,2,8,919,278,0
1346.585815,1,13363,1,4947,5,7,1274,1274,0
18.620962,2,1317,1,80,4,16,6689,2411,1
9.012864,2,2759,1,25,1,3,186,186,1
3599.871338,1,49152,1,161,5,181,21614,21614,0
2415.398438,1,63537,2,13363,2,4,282,162,0
2527.168457,2,443,4,10101,116,230,25987,7627,0
9.012518,2,1427,1,443,1,3,186,186,1
0.006756,2,45720,1,80,159,10,1129,457,0
3.004238,2,3712,1,6667,1,2,124,124,1
9.012578,2,1763,1,25,1,3,186,186,1
0.000244,1,56295,2,53,2,2,325,85,0
8.91603,2,1676,1,25,1,3,186,186,1
9.013049,2,1638,1,25,1,3,186,186,1
0.776383,2,1382,1,888,4,9,2589,611,1
2582.838379,3,259,1,37664,11,19,3401,3401,0
9.008007,2,1524,1,25,1,3,186,186,1
3475.08667,1,13363,2,29926,2,10,1101,385,0
0.001087,1,10976,2,13363,2,2,138,78,0
3125.733154,1,22054,2,13363,2,36,4807,1367,0
3.00386,2,1406,1,6667,1,2,124,124,1
0.000284,1,36950,2,53,2,2,214,81,0
9.012791,2,3648,1,4506,1,3,186,186,1
0.000152,1,50708,1,6881,5,1,145,145,0
0.135529,1,1291,2,53,2,2,240,70,1
2717.446289,1,63415,2,13363,2,16,1946,1466,0
0.024682,1,2077,2,53,2,2,606,67,1
9.012758,2,2756,1,25,1,3,186,186,1
3.18559,2,443,4,47112,112,6,433,235,0
12.797632,2,17203,1,80,98,6,372,246,0
9.013246,2,2073,1,25,1,3,186,186,1
2.949187,2,1483,1,25,1,2,124,124,1
9.013025,2,1872,1,25,1,3,186,186,1
3066.040527,1,1044,2,13363,2,6,411,231,0
0.000247,1,51293,2,53,2,2,327,85,0
3.002999,2,1777,1,6667,1,2,124,124,1
0.035542,1,1291,2,53,2,2,341,80,1
9.012921,2,1659,1,25,1,3,186,186,1
9.013201,2,2046,1,25,1,3,186,186,1
3099.746826,1,55158,2,13363,2,10,1353,920,0
9.013299,2,1449,1,25,1,3,186,186,1
2.584308,2,1497,1,6667,4,6,366,186,1
0.040057,1,1303,2,53,2,2,424,79,1
15.446923,2,17187,1,80,176,17,9073,895,0
8.912968,2,2206,1,25,1,3,186,186,1
3201.951172,1,13363,1,39685,5,36,5310,5310,0
2817.196777,1,47200,2,13363,2,4,268,148,0
9.205702,2,2535,1,25,1,3,186,186,1
0.423627,2,2199,1,3817,3,7,424,242,1
0,2,1634,1,6667,1,1,62,62,1
0.000338,1,34063,2,53,2,2,214,81,0
9.013218,2,1576,1,443,1,3,186,186,1
1.15442,2,3360,1,80,3,12,2829,714,1
8.465782,2,2248,1,25,1,3,186,186,1
3579.881104,2,443,4,1350,89,2619,236258,110133,0
2.9437,2,1290,1,6667,1,2,124,124,1
9.012595,2,1917,1,25,1,3,186,186,1
0.138749,2,2394,1,80,3,9,1636,638,1
1471.170166,1,13363,1,59520,5,8,1473,1473,0
0.00037,1,50668,2,53,2,2,309,75,0
9.013122,2,1534,1,25,1,3,186,186,1
9.013194,2,2560,1,25,1,3,186,186,1
37.925823,2,80,4,49500,90,1921,2636496,2625276,0
9.013182,2,1604,1,25,1,3,186,186,1
0.628362,2,2025,1,3817,3,7,424,242,1
0.008214,2,55243,4,80,54,3,198,132,0
0.000778,1,31981,2,13363,2,2,135,75,0
9.013178,2,2658,1,25,1,3,186,186,1
117.737587,2,21857,4,49651,116,23,1404,804,0
15.462815,2,1987,1,80,4,8,2446,1476,1
0.000237,1,54107,2,53,2,2,214,81,0
0.001207,1,39693,2,13363,2,2,602,75,0
0.001685,1,50723,2,53,2,2,421,76,0
0.000906,1,26987,2,13363,2,2,137,77,0
8.91287,2,1722,1,25,1,3,186,186,1
2423.651367,1,2613,2,13363,2,6,405,225,0
251.924332,3,259,1,2560,11,17,1190,1190,0
1534.394043,1,13363,2,3733,2,8,2217,1499,0
2456.376221,1,15772,2,13363,2,8,975,305,0
0.000297,1,60001,2,53,2,2,326,85,0
9.013119,2,2634,1,25,1,3,186,186,1
9.012782,2,1828,1,25,1,3,186,186,1
0.000223,1,35139,2,53,2,2,214,81,0
0.016168,1,2077,2,53,2,2,412,79,1
